fid,Pressure_h,Temperatur,Humidity_p,Radiation_,UV_mWcm2,Latitude,Longitude,Altitude_m,SO2_October_2025,O3_October_2025,NO2_October_2025,CO_October_2025,UVAI_October_2025
220,294.95,14.25,23.58,0,0.51,25.330358,76.402324,9277.27533936291,0.00025,0.12647,0.00003,0.03284,-0.03816
221,295.77,14.31,24.42,0,0.96,25.330192,76.401628,9258.75458370412,-0.0001,0.12669,0.00003,0.03284,-0.31567
222,296.67,14.36,24.27,0,1.24,25.32996,76.400929,9238.47472410929,-0.0001,0.12669,0.00003,0.03284,-0.31567
223,297.49,14.41,23.95,0,0.84,25.329839,76.4002,9220.0408442608,-0.0001,0.12669,0.00003,0.03284,-0.31567
224,298.26,14.48,24.06,0,1.21,25.329643,76.399511,9202.76840058853,-0.0001,0.12669,0.00003,0.03284,-0.31567
225,299.08,14.53,24.28,0,1.2,25.329453,76.398862,9184.41402457404,-0.0001,0.12669,0.00003,0.03284,-0.31567
226,299.86,14.57,23.93,0,0.69,25.329278,76.398093,9166.99276047143,-0.0001,0.12669,0.00003,0.03284,-0.31567
227,300.62,14.64,23.61,0,1.24,25.329093,76.397468,9150.05345498695,-0.0001,0.12669,0.00003,0.03284,-0.31567
228,301.49,14.69,23.99,0,1.12,25.328082,76.393928,9130.7049233388,-0.0001,0.12669,0.00003,0.03284,-0.31567
229,302.35,14.76,24.42,0,0.74,25.328082,76.393928,9111.62317170061,-0.0001,0.12669,0.00003,0.03284,-0.31567
230,303.16,14.81,24.33,0,1.16,25.328082,76.393928,9093.69097281601,-0.0001,0.12669,0.00003,0.03284,-0.31567
231,304.11,14.85,23.92,0,0.77,25.328082,76.393928,9072.70874869005,-0.0001,0.12669,0.00003,0.03284,-0.31567
232,304.99,14.91,23.15,0,0.59,25.328082,76.393928,9053.31988283502,-0.0001,0.12669,0.00003,0.03284,-0.31567
233,305.79,14.97,23.53,0,1.13,25.327928,76.393299,9035.73291111708,-0.0001,0.12669,0.00003,0.03284,-0.31567
234,306.62,15.04,23.1,0,1.17,25.327724,76.392702,9017.52576245332,-0.0001,0.12669,0.00003,0.03284,-0.31567
235,307.55,15.1,23.44,0,0.77,25.327589,76.392002,8997.17233071693,-0.0001,0.12669,0.00003,0.03284,-0.31567
236,308.32,15.16,24.28,0,1.22,25.327425,76.391383,8980.35824361835,-0.0001,0.12669,0.00003,0.03284,-0.31567
237,309.16,15.19,23.72,0,1.12,25.327253,76.390803,8962.05433811483,-0.0001,0.12669,0.00003,0.03284,-0.31567
238,310.06,15.25,24.01,0,0.64,25.327016,76.390011,8942.48764421741,-0.0001,0.12669,0.00003,0.03284,-0.31567
239,310.94,15.3,24.06,0,1.09,25.327016,76.390011,8923.4001832557,-0.0001,0.12669,0.00003,0.03284,-0.31567
240,311.73,15.34,24.03,0,0.97,25.326659,76.388724,8906.30207326964,-0.0001,0.12669,0.00003,0.03284,-0.31567
241,312.58,15.4,23.94,0,0.99,25.326181,76.387251,8887.94451302266,-0.0001,0.12669,0.00003,0.03284,-0.31567
242,313.51,15.45,23.58,0,1.07,25.326181,76.387251,8867.90543205841,-0.0001,0.12669,0.00003,0.03284,-0.31567
243,314.37,15.49,24.22,0,1.13,25.326062,76.38661,8849.41745954715,-0.0001,0.12669,0.00003,0.03284,-0.31567
244,315.19,15.53,23.9,0,1.05,25.325635,76.385207,8831.82749413441,-0.0001,0.12669,0.00003,0.03284,-0.31567
245,316.02,15.59,23.95,0,0.99,25.325635,76.385207,8814.0607125533,-0.0001,0.12669,0.00003,0.03284,-0.31567
246,316.79,15.66,23.7,0,1.12,25.325635,76.385207,8797.61203102848,-0.0001,0.12669,0.00003,0.03284,-0.31567
247,317.5,15.7,23.31,0,1.07,25.325202,76.384057,8782.47372828393,-0.0001,0.12669,0.00003,0.03284,-0.31567
248,318.5,15.77,23.09,0,1.13,25.324934,76.38333,8761.19860042131,-0.0001,0.12669,0.00003,0.03284,-0.31567
249,319.38,15.84,24.38,0,1.14,25.324765,76.382812,8742.52118360562,-0.0001,0.12669,0.00003,0.03284,-0.31567
250,320.25,15.87,23.78,0,1.02,25.324468,76.382251,8724.09692899662,-0.0001,0.12669,0.00003,0.03284,-0.31567
251,321.12,15.93,23.67,0,1.04,25.323486,76.38071,8705.71315882947,-0.0001,0.12669,0.00003,0.03284,-0.31567
252,321.92,15.98,24.4,0,0.8,25.323486,76.38071,8688.84410169095,-0.0001,0.12669,0.00003,0.03284,-0.31567
253,322.98,16.03,24.21,0,1.08,25.323486,76.38071,8666.54480924128,-0.0001,0.12669,0.00003,0.03284,-0.31567
254,323.97,16.09,24.09,0,0.81,25.323192,76.380185,8645.77156732301,-0.0001,0.12669,0.00003,0.03284,-0.31567
255,324.81,16.16,23.88,0,0.91,25.322922,76.379646,8628.18605748796,-0.0001,0.12669,0.00003,0.03284,-0.31567
256,325.62,16.19,23.08,0,1.16,25.322661,76.379205,8611.26344336017,-0.0001,0.12669,0.00003,0.03284,-0.31567
257,326.45,16.25,23.49,0,0.76,25.322387,76.37864,8593.95830973892,-0.0001,0.12669,0.00003,0.03284,-0.31567
258,327.2,16.32,23.25,0,0.97,25.3221,76.377962,8578.35175559296,-0.0001,0.12669,0.00003,0.03284,-0.31567
259,328.01,16.38,23.56,0,1.26,25.3221,76.377962,8561.52917885684,-0.0001,0.12669,0.00003,0.03284,-0.31567
260,328.88,16.42,24.19,0,1.12,25.32159,76.37695,8543.49791211295,-0.0001,0.12669,0.00003,0.03284,-0.31567
261,329.74,16.45,24.07,0,0.99,25.321282,76.376348,8525.71182168491,-0.0001,0.12669,0.00003,0.03284,-0.31567
262,330.62,16.5,23.96,0,0.74,25.320979,76.375775,8507.55094163893,-0.0001,0.12669,0.00003,0.03284,-0.31567
263,331.5,16.55,24.18,0,0.72,25.320407,76.374459,8489.42916082129,-0.0001,0.12669,0.00003,0.03284,-0.31567
264,332.49,16.61,24,0,0.97,25.320407,76.374459,8469.0886596226,-0.0001,0.12669,0.00003,0.03284,-0.31567
265,333.3,16.65,23.67,0,1.06,25.320111,76.373814,8452.48287648791,-0.0001,0.12669,0.00003,0.03284,-0.31567
266,334.25,16.73,24.39,0,0.99,25.319775,76.373237,8433.04854463069,-0.0001,0.12669,0.00003,0.03284,-0.31567
267,335.13,16.78,24.49,0,0.86,25.319454,76.372572,8415.08608002334,-0.0001,0.12669,0.00003,0.03284,-0.31567
268,336.04,16.83,23.79,0,0.97,25.31918,76.371974,8396.55138181496,-0.0001,0.12669,0.00003,0.03284,-0.31567
269,337.05,16.89,23.83,0,1.33,25.318792,76.371284,8376.02743027456,-0.0001,0.12669,0.00003,0.03284,-0.31567
270,338.1,16.95,23.04,0,1.07,25.318169,76.369984,8354.74337922189,-0.0001,0.12669,0.00003,0.03284,-0.31567
271,339.04,17.03,23.61,0,0.87,25.318169,76.369984,8335.73444409717,-0.0001,0.12669,0.00003,0.03284,-0.31567
272,340.05,17.08,23.62,0,1.1,25.317855,76.36935,8315.35745169248,-0.0001,0.12669,0.00003,0.03284,-0.31567
273,340.83,17.14,24.53,0,1.07,25.317239,76.3681,8299.65427601056,-0.0001,0.12669,0.00003,0.03284,-0.31567
274,341.73,17.18,24.6,0,0.8,25.317239,76.3681,8281.5713454994,-0.0001,0.12669,0.00003,0.03284,-0.31567
275,342.69,17.19,23.53,0,1,25.316921,76.367484,8262.32534180334,-0.0001,0.12669,0.00003,0.03284,-0.31567
276,343.7,17.28,25.08,0,0.55,25.316729,76.366688,8242.12401169419,-0.0001,0.12669,0.00003,0.03284,-0.31567
277,344.72,17.35,25.07,0,1.06,25.316694,76.366066,8221.77139510362,-0.0001,0.12669,0.00003,0.03284,-0.31567
278,345.77,17.4,25,0,1.09,25.316536,76.365561,8200.87104500384,-0.0001,0.12669,0.00003,0.03284,-0.31567
279,347.11,17.47,25.09,0,0.91,25.316374,76.365144,8174.27273205247,-0.0001,0.12669,0.00003,0.03284,-0.31567
280,348.23,17.52,25.59,0,0.94,25.315956,76.364419,8152.10502087706,-0.0001,0.12669,0.00003,0.03284,-0.31567
281,349.46,17.59,25.4,0,0.78,25.315956,76.364419,8127.82654053953,-0.0001,0.12669,0.00003,0.03284,-0.31567
282,350.85,17.65,26.01,0,0.72,25.315793,76.363753,8100.47302444011,-0.0001,0.12669,0.00003,0.03284,-0.31567
283,351.97,17.7,24.82,12,1.21,25.315632,76.362964,8078.49654735252,-0.0001,0.12669,0.00003,0.03284,-0.31567
284,353.12,17.76,24.81,12,1.29,25.315446,76.361725,8055.99025730385,-0.0001,0.12669,0.00003,0.03284,-0.31567
285,354.55,17.84,25.55,264,1.1,25.315446,76.361725,8028.08681213988,-0.0001,0.12669,0.00003,0.03284,-0.31567
286,356.06,17.88,25.33,360,1.11,25.315306,76.361205,7998.72108056484,-0.0001,0.12669,0.00003,0.03284,-0.31567
287,357.16,17.93,25.32,1020,1.21,25.315124,76.360744,7977.39224867751,-0.0001,0.12669,0.00003,0.03284,-0.31567
288,358.12,17.98,25.61,2304,1.29,25.314922,76.360246,7958.82141911196,-0.0001,0.12669,0.00003,0.03284,-0.31567
289,359.21,18.02,25.06,5292,1.11,25.314817,76.359793,7937.78459437763,-0.0001,0.12669,0.00003,0.03284,-0.31567
290,360.26,18.05,25.3,8232,1.2,25.314656,76.359262,7917.56858569907,-0.0001,0.12669,0.00003,0.03284,-0.31567
291,361.33,18.11,25.34,11964,1.27,25.314332,76.358308,7897.01653304788,-0.0001,0.12669,0.00003,0.03284,-0.31567
292,362.36,18.15,25.4,15072,1.05,25.314332,76.358308,7877.27928091367,-0.0001,0.12669,0.00003,0.03284,-0.31567
293,363.53,18.19,25.39,17880,1.09,25.314083,76.357252,7854.91432970066,-0.0001,0.12669,0.00003,0.03284,-0.31567
294,364.89,18.24,26.23,25356,0.95,25.314083,76.357252,7828.99059658744,-0.0001,0.12669,0.00003,0.03284,-0.31567
295,366.14,18.29,26.99,25272,1,25.313955,76.356759,7805.23254678281,-0.0001,0.12669,0.00003,0.03284,-0.31567
296,367.33,18.32,26.1,24648,0.61,25.313767,76.356223,7782.67582992948,-0.0001,0.12669,0.00003,0.03284,-0.31567
297,368.32,18.37,26.32,23940,0.88,25.313552,76.355547,7763.95520359901,-0.0001,0.12669,0.00003,0.03284,-0.31567
298,369.21,18.43,26.69,28740,1.17,25.31321,76.354399,7747.16029699163,-0.0001,0.12669,0.00003,0.03284,-0.31567
299,370.14,18.47,26.4,35892,1.08,25.31321,76.354399,7729.64555215021,-0.0001,0.12669,0.00003,0.03284,-0.31567
300,371.12,18.51,26.75,38352,0.78,25.312814,76.353166,7711.22767139482,-0.0001,0.12669,0.00003,0.03284,-0.31567
301,372.06,18.56,26.66,39780,1.05,25.312814,76.353166,7693.59850733932,-0.0001,0.12669,0.00003,0.03284,-0.31567
302,373.1,18.61,26.36,41352,0.93,25.31255,76.352445,7674.1358752864,-0.0001,0.12669,0.00003,0.03284,-0.31567
303,374.14,18.66,26.58,44832,1.26,25.312388,76.35189,7654.71712310708,-0.0001,0.12669,0.00003,0.03284,-0.31567
304,375.14,18.72,26.42,44340,1.12,25.312162,76.351099,7636.08642152555,-0.0001,0.12669,0.00003,0.03284,-0.31567
305,376.17,18.75,25.7,46764,1.12,25.311984,76.350544,7616.93879366928,-0.0001,0.12669,0.00003,0.03284,-0.31567
306,377.31,18.81,26.06,41148,0.92,25.311788,76.349814,7595.79570641665,-0.0001,0.12669,0.00003,0.03284,-0.31567
307,378.18,18.85,26.05,48120,1.15,25.311266,76.348575,7579.69496628121,-0.0001,0.12669,0.00003,0.03284,-0.31567
308,379.2,18.91,26.61,50736,0.81,25.311266,76.348575,7560.85638671214,-0.0001,0.12669,0.00003,0.03284,-0.31567
309,380.29,18.95,27.09,55008,0.79,25.310929,76.347815,7540.77026187676,-0.0001,0.12669,0.00003,0.03284,-0.31567
310,381.36,18.99,26.42,55440,1.15,25.310663,76.347227,7521.09798141978,-0.0001,0.12669,0.00003,0.03284,-0.31567
311,382.43,19.04,26.78,57828,1.07,25.310386,76.346569,7501.47034421726,-0.0001,0.12669,0.00003,0.03284,-0.31567
312,383.41,19.07,25.96,60792,0.79,25.310108,76.345917,7483.53260580432,-0.0001,0.12669,0.00003,0.03284,-0.31567
313,384.51,19.12,26.5,63912,0.87,25.309793,76.345191,7463.4425787337,-0.0001,0.12669,0.00003,0.03284,-0.31567
314,385.44,19.16,26.41,65868,0.97,25.309229,76.343814,7446.49364737848,-0.0001,0.12669,0.00003,0.03284,-0.31567
315,386.41,19.21,27.17,68268,0.63,25.309229,76.343814,7428.85097429257,-0.0001,0.12669,0.00003,0.03284,-0.31567
316,387.47,19.25,25.92,70680,0.97,25.30892,76.343135,7409.61231212183,-0.0001,0.12669,0.00003,0.03284,-0.31567
317,388.57,19.3,26.24,74532,0.69,25.308645,76.342454,7389.69267022551,-0.0001,0.12669,0.00003,0.03284,-0.31567
318,389.56,19.34,25.77,76188,0.8,25.308373,76.341683,7371.80399508492,-0.0001,0.12669,0.00003,0.03284,-0.31567
319,390.63,19.39,25.88,75180,1.09,25.308115,76.341045,7352.51111655802,-0.0001,0.12669,0.00003,0.03284,-0.31567
320,391.79,19.45,26.44,76872,1.14,25.307772,76.340326,7331.64375445752,-0.0001,0.12669,0.00003,0.03284,-0.31567
321,392.76,19.51,27.15,83040,1.03,25.307165,76.339124,7314.23269570623,-0.0001,0.12669,0.00003,0.03284,-0.31567
322,393.95,19.53,28.14,89472,1,25.307165,76.339124,7292.92023355714,-0.0001,0.12669,0.00003,0.03284,-0.31567
323,395.16,19.58,27.25,91224,1,25.30696,76.338319,7271.30296309147,-0.00009,0.12656,0.00003,0.03098,-0.55302
324,396.22,19.62,26.38,92376,0.96,25.306778,76.33776,7252.4095193824,-0.00009,0.12656,0.00003,0.03098,-0.55302
325,397.32,19.67,26.7,93204,0.95,25.306539,76.336955,7232.84634046028,-0.00009,0.12656,0.00003,0.03098,-0.55302
326,398.37,19.73,26.77,93372,0.99,25.306389,76.336372,7214.21326613116,-0.00009,0.12656,0.00003,0.03098,-0.55302
327,399.38,19.77,25.72,96480,0.87,25.306188,76.335713,7196.32750977787,-0.00009,0.12656,0.00003,0.03098,-0.55302
328,400.49,19.83,26.55,95892,0.7,25.305791,76.334506,7176.71308175135,-0.00009,0.12656,0.00003,0.03098,-0.55302
329,401.56,19.87,27.06,96312,1,25.305791,76.334506,7157.84710511545,-0.00009,0.12656,0.00003,0.03098,-0.55302
330,403.13,19.9,27.34,102132,0.98,25.305623,76.333647,7130.238799475,-0.00009,0.12656,0.00003,0.03098,-0.55302
331,404.36,19.94,27.41,106044,1.12,25.305534,76.333066,7108.67012154812,-0.00009,0.12656,0.00003,0.03098,-0.55302
332,405.56,19.99,27.06,107892,0.66,25.305471,76.332287,7087.67864629498,-0.00009,0.12656,0.00003,0.03098,-0.55302
333,406.51,20.04,27.46,108228,0.53,25.305398,76.331546,7071.09603405613,-0.00009,0.12656,0.00003,0.03098,-0.55302
334,407.62,20.07,26.9,108180,0.71,25.305326,76.33081,7051.76026625049,-0.00009,0.12656,0.00003,0.03098,-0.55302
335,408.58,20.11,26.72,109464,0.71,25.305129,76.329185,7035.07179249345,-0.00009,0.12656,0.00003,0.03098,-0.55302
336,409.72,20.17,27.1,109908,0.97,25.305129,76.329185,7015.29541875681,-0.00009,0.12656,0.00003,0.03098,-0.55302
337,410.68,20.21,27.27,116424,1.05,25.305008,76.328427,6998.67615955874,-0.00009,0.12656,0.00003,0.03098,-0.55302
338,411.66,20.24,26.94,116484,0.69,25.30491,76.32759,6981.7430815753,-0.00009,0.12656,0.00003,0.03098,-0.55302
339,412.72,20.3,27.4,115344,0.95,25.304814,76.326781,6963.46441889097,-0.00009,0.12656,0.00003,0.03098,-0.55302
340,413.86,20.33,26.24,117636,1.01,25.304635,76.326075,6943.84861088785,-0.00009,0.12656,0.00003,0.03098,-0.55302
341,414.98,20.4,26.02,124296,0.82,25.304575,76.325047,6924.6195015186,-0.00009,0.12656,0.00003,0.03098,-0.55302
342,416.01,20.42,26.01,124080,0.76,25.304292,76.323234,6906.97264691802,-0.00009,0.12656,0.00003,0.03098,-0.55302
343,417.32,20.5,27.39,126624,0.78,25.304292,76.323234,6884.57962996246,-0.00009,0.12656,0.00003,0.03098,-0.55302
344,418.63,20.54,27.8,126948,0.81,25.304077,76.322519,6862.24346017321,-0.00009,0.12656,0.00003,0.03098,-0.55302
345,419.75,20.57,27.44,129864,0.72,25.30393,76.321746,6843.19172239345,-0.00009,0.12656,0.00003,0.03098,-0.55302
346,420.82,20.61,27.39,132576,0.92,25.303767,76.320955,6825.02891748962,-0.00009,0.12656,0.00003,0.03098,-0.55302
347,421.83,20.64,27.46,133356,0.84,25.303527,76.319441,6807.91886388268,-0.00009,0.12656,0.00003,0.03098,-0.55302
348,422.98,20.68,28.44,134916,0.72,25.303527,76.319441,6788.47746116685,-0.00009,0.12656,0.00003,0.03098,-0.55302
349,424.16,20.72,27.75,135156,1.01,25.303173,76.317999,6768.57333070674,-0.00009,0.12656,0.00003,0.03098,-0.55302
350,425.24,20.78,28.74,140664,0.94,25.303173,76.317999,6750.39525111851,-0.00009,0.12656,0.00003,0.03098,-0.55302
351,426.39,20.81,27.73,138744,0.81,25.303051,76.317205,6731.08001321131,-0.00009,0.12656,0.00003,0.03098,-0.55302
352,427.43,20.85,28.24,140436,0.89,25.303051,76.317205,6713.64860935762,-0.00009,0.12656,0.00003,0.03098,-0.55302
353,428.53,20.89,28.35,144036,1.16,25.302723,76.315736,6695.2488804759,-0.00009,0.12656,0.00003,0.03098,-0.55302
354,429.7,20.95,28.91,139068,0.89,25.302463,76.314318,6675.72018454331,-0.00009,0.12656,0.00003,0.03098,-0.55302
355,430.74,20.99,28.08,143460,0.78,25.302463,76.314318,6658.39745673303,-0.00009,0.12656,0.00003,0.03098,-0.55302
356,431.82,21.01,27.44,147540,0.66,25.302242,76.313481,6640.44427932171,-0.00009,0.12656,0.00003,0.03098,-0.55302
357,432.99,21.06,27.97,143496,0.92,25.302242,76.313481,6621.0359868724,-0.00009,0.12656,0.00003,0.03098,-0.55302
358,434.2,21.11,28.34,152328,0.64,25.301835,76.312159,6601.0087802693,-0.00009,0.12656,0.00003,0.03098,-0.55302
359,435.2,21.16,28.64,148896,1.01,25.301627,76.311626,6584.4914490844,-0.00009,0.12656,0.00003,0.03098,-0.55302
360,436.3,21.21,27.74,148224,0.97,25.301399,76.310868,6566.35784279438,-0.00009,0.12656,0.00003,0.03098,-0.55302
361,437.36,21.26,27.32,152736,1.02,25.30087,76.309628,6548.91863184396,-0.00009,0.12656,0.00003,0.03098,-0.55302
362,438.53,21.32,27.65,152748,0.94,25.30087,76.309628,6529.70938284665,-0.00009,0.12656,0.00003,0.03098,-0.55302
363,439.64,21.37,28.04,155760,0.7,25.300611,76.308878,6511.52354706757,-0.00009,0.12656,0.00003,0.03098,-0.55302
364,440.88,21.39,27.97,158940,0.52,25.300418,76.308189,6491.25175202814,-0.00009,0.12656,0.00003,0.03098,-0.55302
365,442.12,21.46,28.19,156516,0.76,25.300115,76.307419,6471.02607226358,-0.00009,0.12656,0.00003,0.03098,-0.55302
366,443.29,21.5,27.99,156600,1.01,25.299839,76.306888,6451.98423820874,-0.00009,0.12656,0.00003,0.03098,-0.55302
367,444.43,21.54,28.01,156708,0.84,25.299531,76.306185,6433.46976030775,-0.00009,0.12656,0.00003,0.03098,-0.55302
368,445.63,21.58,28.71,153888,0.73,25.298998,76.304847,6414.02233444603,-0.00009,0.12656,0.00003,0.03098,-0.55302
369,446.86,21.61,28.21,157284,0.68,25.298998,76.304847,6394.13268140409,-0.00009,0.12656,0.00003,0.03098,-0.55302
370,448.09,21.64,28.4,157368,1,25.298738,76.304317,6374.28730989648,-0.00009,0.12656,0.00003,0.03098,-0.55302
371,449.71,21.7,28.65,160452,0.77,25.29842,76.303862,6348.21670121781,-0.00009,0.12656,0.00003,0.03098,-0.55302
372,451.37,21.74,28.18,161736,0.71,25.298121,76.303264,6321.58114099051,-0.00009,0.12656,0.00003,0.03098,-0.55302
373,452.49,21.77,27.86,161592,0.86,25.297421,76.302196,6303.65493878029,-0.00009,0.12656,0.00003,0.03098,-0.55302
374,453.96,21.83,28.31,162732,0.79,25.297421,76.302196,6280.18124320096,-0.00009,0.12656,0.00003,0.03098,-0.55302
375,455.33,21.88,27.98,162900,0.82,25.297146,76.301654,6258.35974411567,-0.00009,0.12656,0.00003,0.03098,-0.55302
376,456.58,21.92,28.54,166236,0.88,25.297146,76.301654,6238.4959517573,-0.00009,0.12656,0.00003,0.03098,-0.55302
377,457.77,21.95,27.51,163920,0.82,25.296529,76.300655,6219.62649483924,-0.00009,0.12656,0.00003,0.03098,-0.55302
378,458.97,22,28.06,166176,0.94,25.296316,76.300205,6200.63864987647,-0.00009,0.12656,0.00003,0.03098,-0.55302
379,460.18,22.04,28.75,173448,0.76,25.296,76.299631,6181.53323244909,-0.00009,0.12656,0.00003,0.03098,-0.55302
380,461.46,22.08,28.56,166884,0.9,25.2956,76.298707,6161.36676778872,-0.00009,0.12656,0.00003,0.03098,-0.55302
381,462.88,22.1,27.28,166608,0.89,25.2956,76.298707,6139.04752419579,-0.00009,0.12656,0.00003,0.03098,-0.55302
382,464.03,22.14,27.88,173568,1.06,25.295385,76.29823,6121.01267640054,-0.00009,0.12656,0.00003,0.03098,-0.55302
383,465.28,22.19,27.73,173604,1.02,25.295257,76.297866,6101.45058375703,-0.00009,0.12656,0.00003,0.03098,-0.55302
384,466.49,22.23,28.06,170292,0.82,25.295087,76.297365,6082.55497082708,-0.00009,0.12656,0.00003,0.03098,-0.55302
385,467.64,22.26,27.7,175428,0.71,25.29489,76.296889,6064.63307866623,-0.00009,0.12656,0.00003,0.03098,-0.55302
386,469.05,22.31,27.32,175848,0.84,25.294631,76.296418,6042.70791795891,-0.00009,0.12656,0.00003,0.03098,-0.55302
387,470.19,22.36,27.48,171228,0.84,25.29429,76.295401,6025.02017637971,-0.00009,0.12656,0.00003,0.03098,-0.55302
388,471.52,22.41,27.09,175920,0.87,25.29429,76.295401,6004.42831341208,-0.00009,0.12656,0.00003,0.03098,-0.55302
389,472.68,22.47,27.08,177804,1.02,25.294055,76.294872,5986.50685632928,-0.00009,0.12656,0.00003,0.03098,-0.55302
390,474.01,22.52,27.31,177552,1.01,25.29384,76.294461,5966.00275008402,-0.00009,0.12656,0.00003,0.03098,-0.55302
391,475.17,22.56,26.35,176748,0.73,25.293656,76.29388,5948.15746872407,-0.00009,0.12656,0.00003,0.03098,-0.55302
392,476.47,22.61,27.87,180024,0.86,25.293179,76.292849,5928.20031662883,-0.00009,0.12656,0.00003,0.03098,-0.55302
393,477.6,22.64,28.24,183948,1.09,25.293179,76.292849,5910.8887336572,-0.00009,0.12656,0.00003,0.03098,-0.55302
394,478.77,22.67,26.83,184416,0.86,25.293077,76.292275,5892.99926414479,-0.00009,0.12656,0.00003,0.03098,-0.55302
395,480.02,22.72,26.51,185196,0.92,25.292941,76.291846,5873.92565384054,-0.00009,0.12656,0.00003,0.03098,-0.55302
396,481.53,22.76,27.19,185124,0.93,25.292695,76.291424,5850.93829570732,-0.00009,0.12656,0.00003,0.03098,-0.55302
397,482.71,22.82,27.39,191496,0.62,25.292452,76.291015,5833.01525932404,-0.00009,0.12656,0.00003,0.03098,-0.55302
398,483.98,22.86,25.73,189228,0.79,25.292315,76.290545,5813.76480758335,-0.00009,0.12656,0.00003,0.03098,-0.55302
399,485.12,22.91,26.96,189252,0.85,25.29205,76.289753,5796.51968069738,-0.00009,0.12656,0.00003,0.03098,-0.55302
400,486.34,22.96,27.4,193668,0.62,25.29205,76.289753,5778.10068090693,-0.00009,0.12656,0.00003,0.03098,-0.55302
401,487.46,23,26.93,190656,0.53,25.291864,76.289285,5761.22434524195,-0.00009,0.12656,0.00003,0.03098,-0.55302
402,488.74,23.03,27.27,193512,0.53,25.291758,76.288864,5741.97550774018,-0.00009,0.12656,0.00003,0.03098,-0.55302
403,489.98,23.07,27.97,193584,0.52,25.29163,76.288433,5723.36708440168,-0.00009,0.12656,0.00003,0.03098,-0.55302
404,491.3,23.1,28.05,195600,0.81,25.291376,76.287739,5703.59997301629,-0.00009,0.12656,0.00003,0.03098,-0.55302
405,492.44,23.15,28.25,194316,0.95,25.291376,76.287739,5686.56295496123,-0.00009,0.12656,0.00003,0.03098,-0.55302
406,493.58,23.19,27.75,192456,0.49,25.291271,76.287338,5669.55784373312,-0.00009,0.12656,0.00003,0.03098,-0.55302
407,494.81,23.23,28.04,176856,0.84,25.291271,76.287338,5651.24585507456,-0.00009,0.12656,0.00003,0.03098,-0.55302
408,496.03,23.27,27.8,135276,1.13,25.291031,76.28674,5633.11911926365,-0.00009,0.12656,0.00003,0.03098,-0.55302
409,497.11,23.3,27.01,84972,0.75,25.29091,76.28637,5617.10260025598,-0.00009,0.12656,0.00003,0.03098,-0.55302
410,498.26,23.33,26.76,41508,0.91,25.290818,76.286025,5600.07891858792,-0.00009,0.12656,0.00003,0.03098,-0.55302
411,499.34,23.4,27.59,19752,1.08,25.290552,76.285425,5584.12040609938,-0.00009,0.12656,0.00003,0.03098,-0.55302
412,500.63,23.46,28.64,15480,0.92,25.290552,76.285425,5565.09543725228,-0.00009,0.12656,0.00003,0.03098,-0.55302
413,501.72,23.51,29.95,10572,0.55,25.290474,76.28507,5549.05099230939,-0.00009,0.12656,0.00003,0.03098,-0.55302
414,502.87,23.56,28.03,6996,0.67,25.290397,76.284797,5532.15393616571,-0.00009,0.12656,0.00003,0.03098,-0.55302
415,504,23.6,28.58,3996,0.82,25.290247,76.284493,5515.58119238099,-0.00009,0.12656,0.00003,0.03098,-0.55302
416,505.17,23.64,28.37,3372,0.68,25.290091,76.283826,5498.45347656221,-0.00009,0.12656,0.00003,0.03098,-0.55302
