fid,Pressure_h,Radiation_,UV_mWcm2,Latitude,Longitude,Altitude_m,aod55_Octo,aod47_Octo,UVAI_Octob
1,135.18,0,1.08,25.427233,76.554512,14112.8903729741,610,781,-0.75104
2,135.8,0,1.46,25.427233,76.554512,14086.5702155797,610,781,-0.75104
3,136.39,0,0.87,25.427233,76.554512,14061.6138142111,610,781,-0.75104
4,137.05,0,0.95,25.427233,76.554512,14033.7998608362,610,781,-0.75104
5,137.84,0,0.86,25.427233,76.554512,14000.6496533937,610,781,-0.75104
6,138.5,0,0.64,25.427233,76.554512,13973.0722912191,610,781,-0.75104
7,139.06,0,0.9,25.427233,76.554512,13949.7566422064,610,781,-0.75104
8,139.85,0,1.22,25.427233,76.554512,13916.9938652456,610,781,-0.75104
9,140.51,0,1.56,25.427233,76.554512,13889.7371333451,610,781,-0.75104
10,141.18,0,1.64,25.427233,76.554512,13862.1732538788,610,781,-0.75104
11,141.89,0,1.22,25.427233,76.554512,13833.0791253207,610,781,-0.75104
12,142.66,0,0.58,25.427233,76.554512,13801.6592839962,610,781,-0.75104
13,143.34,0,0.36,25.425438,76.553225,13774.0258698759,601,769,-0.75104
14,144.14,0,0.81,25.425438,76.553225,13741.6515443989,601,769,-0.75104
15,144.93,0,1.33,25.424602,76.552628,13709.8243639447,601,769,-0.75104
16,145.7,0,1.52,25.423709,76.551975,13678.9378386371,601,769,-0.75104
17,146.41,0,1.55,25.421886,76.550512,13650.5749611359,591,756,-0.75104
18,147.09,0,1.22,25.421886,76.550512,13623.5147380269,591,756,-0.75104
19,147.83,0,0.82,25.421118,76.549744,13594.1817051471,591,756,-0.75104
20,148.58,0,0.91,25.420316,76.54913,13564.5733481533,591,756,-0.75104
21,149.2,0,0.67,25.419442,76.548481,13540.1883418432,591,756,-0.75104
22,150.01,0,1,25.418685,76.547613,13508.4538320552,591,756,-0.75104
23,150.75,0,1.28,25.418072,76.546866,13479.5828651791,591,756,-0.75104
24,151.57,0,1.07,25.417376,76.546118,13447.7244420574,591,756,-0.75104
25,152.06,0,1.07,25.41678,76.545278,13428.7536496603,590,755,-0.75104
26,152.65,0,1.03,25.416182,76.544462,13405.976840399,590,755,-0.75104
27,153.36,0,0.99,25.415718,76.543681,13378.6617740489,590,755,-0.75104
28,153.96,0,1.11,25.415151,76.543052,13355.6583353065,590,755,-0.75104
29,154.56,0,0.68,25.414682,76.54214,13332.7273731192,590,755,-0.75104
30,155.28,0,1.17,25.412933,76.539429,13305.3051721391,595,761,-0.75104
31,156.02,0,1.09,25.412933,76.539429,13277.2283230987,595,761,-0.75104
32,156.58,0,1.38,25.412933,76.539429,13256.0525679306,595,761,-0.75104
33,157.25,0,1.06,25.412933,76.539429,13230.797715805,595,761,-0.75104
34,157.71,0,1.15,25.412459,76.538622,13213.5089638272,595,761,-0.75104
35,158.33,0,1.45,25.411628,76.536913,13190.2712240244,595,761,-0.75104
36,158.91,0,1.53,25.411238,76.536139,13168.5993036947,0,0,-0.75104
37,159.48,0,1.18,25.409961,76.533411,13147.363350645,0,0,-0.75104
38,159.97,0,0.89,25.409961,76.533411,13129.1569517408,0,0,-0.75104
39,160.66,0,1.32,25.409961,76.533411,13103.5957833191,0,0,-0.75104
40,161.21,0,1.35,25.409566,76.532638,13083.2845302384,0,0,-0.75104
41,161.81,0,1.07,25.40921,76.531792,13061.1906945461,0,0,-0.75104
42,162.45,0,1.53,25.40877,76.531012,13037.6969353378,0,0,-0.75104
43,163,0,1.34,25.408275,76.530234,13017.5667901571,0,0,-0.75104
44,163.53,0,1.13,25.407834,76.529361,12998.2206200807,0,0,-0.75104
45,164.15,0,1.32,25.407362,76.528519,12975.6535813298,0,0,-0.75104
46,164.87,0,1.46,25.406792,76.52777,12949.5331491319,0,0,-0.75104
47,165.62,0,1.22,25.406271,76.526978,12922.4224018089,0,0,-0.68293
48,166.11,0,1,25.405798,76.526194,12904.7636903137,0,0,-0.68293
49,166.68,0,1.23,25.405244,76.52545,12884.2749169706,0,0,-0.68293
50,167.31,0,1.24,25.404689,76.524686,12861.6953329057,0,0,-0.68293
51,167.95,0,0.85,25.404183,76.523904,12838.8277270837,0,0,-0.46185
52,168.6,0,0.81,25.403692,76.523113,12815.6749248032,0,0,-0.46185
53,169.2,0,1.23,25.403087,76.522471,12794.367170738,0,0,-0.46185
54,169.8,0,0.9,25.402512,76.521722,12773.1205124821,0,0,-0.46185
55,170.46,0,1.34,25.401906,76.521052,12749.8192885428,0,0,-0.46185
56,171.1,0,1.31,25.401906,76.521052,12727.2938252947,0,0,-0.46185
57,171.69,0,1.41,25.399998,76.5195,12706.5885220347,0,0,-0.46185
58,172.46,0,1.33,25.399998,76.5195,12679.6528339024,0,0,-0.46185
59,173,0,1.32,25.399239,76.518931,12660.8209064223,0,0,-0.46185
60,173.62,0,1.27,25.398539,76.518456,12639.2576709559,0,0,-0.46185
61,174.21,0,1.22,25.397819,76.517973,12618.7956399061,0,0,-0.46185
62,174.8,0,1.02,25.396501,76.517074,12598.3896463141,0,0,-0.46185
63,175.5,0,1.12,25.396501,76.517074,12574.25135761,0,0,-0.46185
64,176.04,0,0.92,25.395741,76.516565,12555.6836029207,0,0,-0.46185
65,176.63,0,0.88,25.395004,76.516004,12535.449260324,0,0,-0.46185
66,177.33,0,0.99,25.393681,76.51485,12511.5132773146,0,0,-0.46185
67,177.95,0,0.86,25.393681,76.51485,12490.3766435175,0,0,-0.46185
68,178.62,0,0.89,25.392923,76.514283,12467.6023755783,0,0,-0.46185
69,179.35,0,0.96,25.392238,76.513798,12442.8672276786,0,0,-0.46185
70,180,0,1.09,25.391468,76.513245,12420.9112982455,0,0,-0.46185
71,180.68,0,0.98,25.390274,76.512097,12398.0106245943,0,0,-0.46185
72,181.38,0,1.14,25.390274,76.512097,12374.5091851067,0,0,-0.46185
73,182.04,0,1.39,25.38964,76.511456,12352.4178565959,0,0,-0.46185
74,182.73,0,1.44,25.389018,76.510863,12329.3916124463,0,0,-0.46185
75,183.38,0,1.12,25.388029,76.509711,12307.7645350475,0,0,-0.46185
76,184.08,0,1.2,25.388029,76.509711,12284.5431447627,0,0,-0.46185
77,184.75,0,1.63,25.387461,76.509131,12262.3838327947,0,0,-0.46185
78,185.58,0,1.38,25.386891,76.508579,12235.0228021344,0,0,-0.46185
79,186.17,0,0.93,25.385272,76.506804,12215.6335858989,0,0,-0.46185
80,186.76,0,1.1,25.385272,76.506804,12196.2940622286,0,0,-0.46185
81,187.44,0,1.4,25.385272,76.506804,12174.0657130406,0,0,-0.46185
82,188.19,0,1.06,25.384713,76.506103,12149.6247501318,0,0,-0.46185
83,189,0,1.17,25.384199,76.505465,12123.3169408455,0,0,-0.46185
84,189.75,0,1.29,25.383028,76.504501,12099.0391356329,0,0,-0.46185
85,190.54,0,1.41,25.383028,76.504501,12073.5503984746,0,0,-0.46185
86,191.27,0,1.24,25.382355,76.503832,12050.0734724469,0,0,-0.46185
87,191.98,0,1.21,25.381791,76.50318,12027.3092467348,0,0,-0.46185
88,192.65,0,1.54,25.381129,76.502559,12005.8899454547,0,0,-0.46185
89,193.4,0,1.42,25.379888,76.501442,11981.9845500625,0,0,-0.46185
90,194.09,0,1.13,25.379888,76.501442,11960.0577935646,0,0,-0.46185
91,194.75,0,1.03,25.379306,76.500816,11939.1433579411,0,0,-0.46185
92,195.5,0,1.23,25.378748,76.50017,11915.4465050397,0,0,-0.46185
93,196.17,0,1.34,25.377589,76.498917,11894.3394884429,0,0,-0.46185
94,196.94,0,1.1,25.377589,76.498917,11870.1541414754,0,0,-0.46185
95,197.56,0,0.79,25.377076,76.498256,11850.7358113516,0,0,-0.46185
96,198.26,0,1.19,25.376477,76.497537,11828.8711079479,0,0,-0.46185
97,198.91,0,1.12,25.37586,76.496836,11808.624070004,0,0,-0.46185
98,199.69,0,0.85,25.374873,76.495586,11784.3982225616,0,0,-0.46185
99,200.4,0,0.98,25.374873,76.495586,11762.4130160523,0,0,-0.46185
100,201.05,0,0.65,25.374313,76.494793,11742.3409472914,0,0,-0.46185
101,201.79,0,0.78,25.373706,76.493936,11719.5535323895,0,0,-0.46185
102,202.59,0,1.21,25.373112,76.493206,11694.9944813421,0,0,-0.46185
103,203.29,0,0.65,25.371958,76.491562,11673.5696462244,0,0,-0.46185
104,203.99,0,0.64,25.371958,76.491562,11652.2044652142,0,0,-0.46185
105,204.78,0,1.16,25.371318,76.490736,11628.1635209909,0,0,-0.46185
106,205.51,0,1.38,25.370634,76.489941,11606.0151393868,0,0,-0.46185
107,206.23,0,0.96,25.370013,76.489084,11584.2324750693,0,0,-0.46185
108,207.02,0,0.82,25.368786,76.487526,11560.4027883669,0,0,-0.46185
109,207.64,0,1.36,25.368786,76.487526,11541.7525258616,0,0,-0.46185
110,208.48,0,1.24,25.3682,76.48672,11516.5562289338,0,0,-0.46185
111,209.19,0,1.04,25.3671,76.485171,11495.3233846154,0,0,-0.46185
112,209.81,0,1.06,25.3671,76.485171,11476.8297018891,0,0,-0.46185
113,210.49,0,0.84,25.366046,76.483628,11456.5971214636,0,0,-0.46185
114,211.2,0,0.88,25.366046,76.483628,11435.528329246,0,0,-0.46185
115,211.9,0,1.2,25.364912,76.482038,11414.8123520632,0,0,-0.46185
116,212.64,0,1.12,25.364912,76.482038,11392.9727715178,0,0,-0.46185
117,213.37,0,1.21,25.364284,76.481257,11371.4885381879,0,0,-0.46185
118,214.07,0,1.14,25.363744,76.480506,11350.9430461847,0,0,-0.46185
119,214.83,0,1.35,25.363186,76.479668,11328.6980151221,0,0,-0.46185
120,215.64,0,1.07,25.362672,76.478949,11305.0595346164,0,0,-0.46185
121,216.51,0,0.88,25.362022,76.478041,11279.7500053093,0,0,-0.46185
122,217.21,0,1.25,25.360953,76.47648,11259.4457334863,0,0,-0.46185
123,217.94,0,1.21,25.360953,76.47648,11238.3276399938,0,0,-0.46185
124,218.68,0,0.93,25.359766,76.474793,11216.9786368961,0,0,-0.46185
125,219.52,0,0.86,25.359766,76.474793,11192.8154075744,0,0,-0.46185
126,220.23,0,1.2,25.359173,76.473947,11172.4500419794,0,0,-0.46185
127,221.08,0,1.12,25.359173,76.473947,11148.1387750932,0,0,-0.46185
128,221.84,0,1.1,25.357984,76.472324,11126.4656490802,0,0,-0.46185
129,222.7,0,1.07,25.357419,76.471605,11102.0131858112,0,0,-0.46185
130,223.5,0,1.08,25.356803,76.470787,11079.3352587615,0,0,-0.46185
131,224.29,0,0.94,25.356265,76.469926,11057.0052166123,0,0,-0.46185
132,225.04,0,1.28,25.355656,76.468996,11035.8646638054,0,0,-0.46185
133,225.8,0,1.17,25.355129,76.46824,11014.5003541355,0,0,-0.46185
134,226.64,0,1.12,25.35444,76.467222,10990.9548064673,0,0,-0.46185
135,227.61,0,1.23,25.354017,76.466453,10963.8530572366,0,0,-0.46185
136,228.4,0,1.08,25.353619,76.46554,10941.849514351,0,0,-0.46185
137,229.27,0,1.08,25.353056,76.464581,10917.6889536688,0,0,-0.82354
138,230.07,0,0.92,25.352586,76.46379,10895.5377760264,0,0,-0.82354
139,230.99,0,0.98,25.352106,76.462892,10870.1408935562,0,0,-0.82354
140,231.65,0,0.98,25.351151,76.460862,10851.9718002605,0,0,-0.82354
141,232.3,0,0.62,25.351151,76.460862,10834.1189192945,0,0,-0.82354
142,233.06,0,1.09,25.350758,76.459933,10813.2960061408,0,0,-0.82354
143,233.85,0,1.21,25.349853,76.458054,10791.7093365711,0,0,-0.82354
144,234.71,0,1.15,25.349853,76.458054,10768.27695079,0,0,-0.82354
145,235.4,0,1.09,25.349387,76.45715,10749.5267627036,0,0,-0.82354
146,236.05,0,1.01,25.349098,76.456266,10731.9042063325,0,0,-0.82354
147,236.85,0,1.16,25.348602,76.455348,10710.2687672626,0,0,-0.82354
148,237.65,0,0.9,25.348273,76.454513,10688.6924210039,0,0,-0.82354
149,238.26,0,1.32,25.347893,76.453681,10672.279942006,0,0,-0.82354
150,239.03,0,1.5,25.34703,76.451978,10651.6110629083,0,0,-0.82354
151,239.79,0,1.06,25.34703,76.451978,10631.2634114851,0,0,-0.82354
152,240.56,0,0.7,25.346706,76.451123,10610.701214095,0,0,-0.82354
153,241.29,0,1.23,25.346274,76.450351,10591.2563376412,0,0,-0.82354
154,241.99,0,1.1,25.345925,76.449563,10572.6552539768,0,0,-0.82354
155,242.6,0,0.78,25.345601,76.448702,10556.4812316809,0,0,-0.82354
156,243.27,0,1.38,25.345216,76.447961,10538.7542264711,0,0,-0.82354
157,244.08,0,1.1,25.344789,76.447115,10517.3757817482,0,0,-0.82354
158,244.81,0,1.1,25.344481,76.446323,10498.1579493713,0,0,-0.82354
159,245.49,0,0.99,25.344123,76.445524,10480.2981058659,0,0,-0.82354
160,246.1,0,0.89,25.343722,76.444691,10464.3108288536,0,0,-0.82354
161,246.8,0,1.06,25.343401,76.44394,10446.0042632153,0,0,-0.82354
162,247.66,0,0.98,25.343011,76.44313,10423.5708088199,0,0,-0.82354
163,248.32,0,1.02,25.340622,76.438644,10406.397177994,0,0,-1.69458
164,248.87,0,0.88,25.340622,76.438644,10392.1140299945,0,0,-1.69458
165,249.58,0,1.3,25.340622,76.438644,10373.7135308688,0,0,-1.69458
166,250.23,0,1.2,25.340622,76.438644,10356.9051307064,0,0,-1.69458
167,250.94,0,0.81,25.340622,76.438644,10338.5855381101,0,0,-1.69458
168,251.7,0,1.05,25.340622,76.438644,10319.0222832578,0,0,-1.69458
169,252.41,0,0.88,25.340196,76.437938,10300.7892521552,0,0,-1.69458
170,253.17,0,0.83,25.339841,76.437195,10281.3181662953,0,0,-1.69458
171,253.83,0,1.24,25.339434,76.436512,10264.4474262506,0,0,-1.69458
172,254.64,0,1.05,25.339257,76.435837,10243.790906102,0,0,-1.69458
173,255.41,0,1.22,25.339076,76.435224,10224.203732,0,0,-1.69458
174,256.34,0,1.04,25.338987,76.434522,10200.6101455686,0,0,-1.69458
175,257.41,0,1.08,25.338854,76.433745,10173.5504306304,0,0,-1.69458
176,258.59,0,1.46,25.338484,76.433117,10143.8142788341,0,0,-1.69458
177,259.82,0,1.28,25.338146,76.432385,10112.9348493057,0,0,-1.69458
178,260.78,0,1.04,25.337897,76.43162,10088.9159727988,0,0,-1.69458
179,261.64,0,0.78,25.337661,76.430855,10067.4597846466,0,0,-1.69458
180,262.66,0,1.07,25.337437,76.430132,10042.0856546796,0,0,-1.69458
181,263.42,0,1.14,25.33722,76.429527,10023.2312632742,0,0,-1.69458
182,264.11,0,0.77,25.337012,76.428824,10006.1515711133,0,0,-1.69458
183,264.99,0,0.73,25.336767,76.428167,9984.42112290621,0,0,-1.69458
184,265.74,0,1.1,25.336579,76.427567,9965.94692961042,0,0,-1.69458
185,266.56,0,0.74,25.336343,76.426866,9945.79672985276,0,0,-1.69458
186,267.33,0,0.89,25.335184,76.423568,9926.92084469035,0,0,-1.69458
187,268.04,0,1.11,25.335184,76.423568,9909.55478011715,0,0,-1.69458
188,268.8,0,0.86,25.335184,76.423568,9891.00697966771,0,0,-1.69458
189,269.59,0,1.11,25.335184,76.423568,9871.77198625844,0,0,-1.69458
190,270.41,0,0.93,25.335184,76.423568,9851.85476398559,0,0,-1.69458
191,271.2,0,1.19,25.335071,76.422946,9832.71242216817,0,0,-1.69458
192,272.01,0,0.96,25.334967,76.422258,9813.13228801813,0,0,-1.69458
193,272.82,0,0.71,25.334909,76.421567,9793.59930999926,0,0,-1.69458
194,273.53,0,0.88,25.334743,76.42082,9776.51639400878,0,0,-1.69458
195,274.27,0,0.93,25.334693,76.420073,9758.74983527158,0,0,-1.69458
196,275.11,0,1.08,25.334573,76.419321,9738.62936618315,0,0,-1.69458
197,275.83,0,1.26,25.334502,76.418663,9721.4228049431,0,0,-1.69458
198,276.67,0,0.97,25.334423,76.417906,9701.39438923445,0,0,-1.69458
199,277.41,0,0.99,25.33425,76.417164,9683.79106277279,0,0,-1.69458
200,278.19,0,0.91,25.334189,76.416453,9665.27731899855,0,0,-1.69458
201,279.09,0,1.02,25.334037,76.415755,9643.96746483885,0,0,-1.69458
202,279.85,0,1.16,25.333934,76.415037,9626.01576768433,0,0,-1.69458
203,280.59,0,1.01,25.333773,76.414304,9608.57437552757,0,0,-1.69458
204,281.43,0,1.1,25.333612,76.413583,9588.82111729518,0,0,-1.69458
205,282.15,0,1.22,25.333477,76.412927,9571.9277150712,0,0,-1.69458
206,283.06,0,0.83,25.333301,76.412146,9550.62619999823,0,0,-1.69458
207,283.94,0,1.17,25.333166,76.41148,9530.07960771267,0,0,-1.69458
208,284.75,0,1.07,25.33204,76.407879,9511.2129271784,0,0,-1.69458
209,285.59,0,0.8,25.33204,76.407879,9491.69332634765,0,0,-1.69458
210,286.47,0,0.93,25.33204,76.407879,9471.2940198637,0,0,-1.69458
211,287.37,0,0.88,25.33204,76.407879,9450.48350996748,0,0,-1.69458
212,288.11,0,1.02,25.33204,76.407879,9433.41214520369,0,0,-1.69458
213,288.86,0,0.82,25.331863,76.407154,9416.14627566689,0,0,-1.69458
214,289.74,0,1.2,25.331644,76.40646,9395.93387771292,0,0,-1.69458
215,290.63,0,1.41,25.331366,76.405779,9375.54229010992,0,0,-1.69458
216,291.45,0,0.99,25.331112,76.405091,9356.79924178274,0,0,-1.69458
217,292.29,0,0.82,25.330969,76.404421,9337.64326941272,0,0,-1.69458
218,293.21,0,0.82,25.330707,76.403724,9316.71399867287,0,0,-1.69458
219,294.02,0,0.88,25.330518,76.403059,9298.33111322915,0,0,-1.69458
220,294.95,0,0.51,25.330358,76.402324,9277.27533936291,0,0,-1.69458
221,295.77,0,0.96,25.330192,76.401628,9258.75458370412,0,0,-1.95404
222,296.67,0,1.24,25.32996,76.400929,9238.47472410929,0,0,-1.95404
223,297.49,0,0.84,25.329839,76.4002,9220.0408442608,0,0,-1.95404
224,298.26,0,1.21,25.329643,76.399511,9202.76840058853,0,0,-1.95404
225,299.08,0,1.2,25.329453,76.398862,9184.41402457404,0,0,-1.95404
226,299.86,0,0.69,25.329278,76.398093,9166.99276047143,0,0,-1.95404
227,300.62,0,1.24,25.329093,76.397468,9150.05345498695,0,0,-1.95404
228,301.49,0,1.12,25.328082,76.393928,9130.7049233388,0,0,-1.95404
229,302.35,0,0.74,25.328082,76.393928,9111.62317170061,0,0,-1.95404
230,303.16,0,1.16,25.328082,76.393928,9093.69097281601,0,0,-1.95404
231,304.11,0,0.77,25.328082,76.393928,9072.70874869005,0,0,-1.95404
232,304.99,0,0.59,25.328082,76.393928,9053.31988283502,0,0,-1.95404
233,305.79,0,1.13,25.327928,76.393299,9035.73291111708,0,0,-1.95404
234,306.62,0,1.17,25.327724,76.392702,9017.52576245332,711,910,-1.95404
235,307.55,0,0.77,25.327589,76.392002,8997.17233071693,711,910,-1.95404
236,308.32,0,1.22,25.327425,76.391383,8980.35824361835,711,910,-1.95404
237,309.16,0,1.12,25.327253,76.390803,8962.05433811483,711,910,-1.95404
238,310.06,0,0.64,25.327016,76.390011,8942.48764421741,711,910,-1.95404
239,310.94,0,1.09,25.327016,76.390011,8923.4001832557,711,910,-1.95404
240,311.73,0,0.97,25.326659,76.388724,8906.30207326964,711,910,-1.95404
241,312.58,0,0.99,25.326181,76.387251,8887.94451302266,711,910,-1.95404
242,313.51,0,1.07,25.326181,76.387251,8867.90543205841,711,910,-1.95404
243,314.37,0,1.13,25.326062,76.38661,8849.41745954715,711,910,-1.95404
244,315.19,0,1.05,25.325635,76.385207,8831.82749413441,711,910,-1.95404
245,316.02,0,0.99,25.325635,76.385207,8814.0607125533,711,910,-1.95404
246,316.79,0,1.12,25.325635,76.385207,8797.61203102848,711,910,-1.95404
247,317.5,0,1.07,25.325202,76.384057,8782.47372828393,711,910,-1.95404
248,318.5,0,1.13,25.324934,76.38333,8761.19860042131,701,897,-1.95404
249,319.38,0,1.14,25.324765,76.382812,8742.52118360562,701,897,-1.95404
250,320.25,0,1.02,25.324468,76.382251,8724.09692899662,701,897,-1.95404
251,321.12,0,1.04,25.323486,76.38071,8705.71315882947,0,0,-1.95404
252,321.92,0,0.8,25.323486,76.38071,8688.84410169095,0,0,-1.95404
253,322.98,0,1.08,25.323486,76.38071,8666.54480924128,0,0,-1.95404
254,323.97,0,0.81,25.323192,76.380185,8645.77156732301,0,0,-1.95404
255,324.81,0,0.91,25.322922,76.379646,8628.18605748796,0,0,-1.95404
256,325.62,0,1.16,25.322661,76.379205,8611.26344336017,0,0,-1.95404
257,326.45,0,0.76,25.322387,76.37864,8593.95830973892,0,0,-1.95404
258,327.2,0,0.97,25.3221,76.377962,8578.35175559296,0,0,-1.95404
259,328.01,0,1.26,25.3221,76.377962,8561.52917885684,0,0,-1.95404
260,328.88,0,1.12,25.32159,76.37695,8543.49791211295,0,0,-1.95404
261,329.74,0,0.99,25.321282,76.376348,8525.71182168491,0,0,-1.95404
262,330.62,0,0.74,25.320979,76.375775,8507.55094163893,0,0,-1.95404
263,331.5,0,0.72,25.320407,76.374459,8489.42916082129,716,916,-1.95404
264,332.49,0,0.97,25.320407,76.374459,8469.0886596226,716,916,-1.95404
265,333.3,0,1.06,25.320111,76.373814,8452.48287648791,716,916,-1.95404
266,334.25,0,0.99,25.319775,76.373237,8433.04854463069,716,916,-1.95404
267,335.13,0,0.86,25.319454,76.372572,8415.08608002334,716,916,-1.95404
268,336.04,0,0.97,25.31918,76.371974,8396.55138181496,716,916,-1.95404
269,337.05,0,1.33,25.318792,76.371284,8376.02743027456,716,916,-1.95404
270,338.1,0,1.07,25.318169,76.369984,8354.74337922189,716,916,-1.95404
271,339.04,0,0.87,25.318169,76.369984,8335.73444409717,716,916,-1.95404
272,340.05,0,1.1,25.317855,76.36935,8315.35745169248,716,916,-1.95404
273,340.83,0,1.07,25.317239,76.3681,8299.65427601056,716,916,-1.95404
274,341.73,0,0.8,25.317239,76.3681,8281.5713454994,716,916,-1.95404
275,342.69,0,1,25.316921,76.367484,8262.32534180334,716,916,-1.95404
276,343.7,0,0.55,25.316729,76.366688,8242.12401169419,716,916,-1.95404
277,344.72,0,1.06,25.316694,76.366066,8221.77139510362,716,916,-1.95404
278,345.77,0,1.09,25.316536,76.365561,8200.87104500384,696,890,-1.95404
279,347.11,0,0.91,25.316374,76.365144,8174.27273205247,696,890,-1.95404
280,348.23,0,0.94,25.315956,76.364419,8152.10502087706,696,890,-1.95404
281,349.46,0,0.78,25.315956,76.364419,8127.82654053953,696,890,-1.95404
282,350.85,0,0.72,25.315793,76.363753,8100.47302444011,696,890,-1.95404
283,351.97,12,1.21,25.315632,76.362964,8078.49654735252,696,890,-1.95404
284,353.12,12,1.29,25.315446,76.361725,8055.99025730385,696,890,-1.95404
285,354.55,264,1.1,25.315446,76.361725,8028.08681213988,696,890,-1.95404
286,356.06,360,1.11,25.315306,76.361205,7998.72108056484,696,890,-1.95404
287,357.16,1020,1.21,25.315124,76.360744,7977.39224867751,696,890,-1.95404
288,358.12,2304,1.29,25.314922,76.360246,7958.82141911196,696,890,-1.95404
289,359.21,5292,1.11,25.314817,76.359793,7937.78459437763,696,890,-1.95404
290,360.26,8232,1.2,25.314656,76.359262,7917.56858569907,696,890,-1.95404
291,361.33,11964,1.27,25.314332,76.358308,7897.01653304788,699,895,-1.95404
292,362.36,15072,1.05,25.314332,76.358308,7877.27928091367,699,895,-1.95404
293,363.53,17880,1.09,25.314083,76.357252,7854.91432970066,699,895,-1.95404
294,364.89,25356,0.95,25.314083,76.357252,7828.99059658744,699,895,-1.95404
295,366.14,25272,1,25.313955,76.356759,7805.23254678281,660,845,-1.95404
296,367.33,24648,0.61,25.313767,76.356223,7782.67582992948,660,845,-1.95404
297,368.32,23940,0.88,25.313552,76.355547,7763.95520359901,660,845,-1.95404
298,369.21,28740,1.17,25.31321,76.354399,7747.16029699163,660,845,-1.95404
299,370.14,35892,1.08,25.31321,76.354399,7729.64555215021,660,845,-1.95404
300,371.12,38352,0.78,25.312814,76.353166,7711.22767139482,660,845,-1.95404
301,372.06,39780,1.05,25.312814,76.353166,7693.59850733932,660,845,-1.95404
302,373.1,41352,0.93,25.31255,76.352445,7674.1358752864,660,845,-1.95404
303,374.14,44832,1.26,25.312388,76.35189,7654.71712310708,660,845,-1.95404
304,375.14,44340,1.12,25.312162,76.351099,7636.08642152555,660,845,-1.95404
305,376.17,46764,1.12,25.311984,76.350544,7616.93879366928,660,845,-1.95404
306,377.31,41148,0.92,25.311788,76.349814,7595.79570641665,660,845,-1.95404
307,378.18,48120,1.15,25.311266,76.348575,7579.69496628121,660,845,-1.95404
308,379.2,50736,0.81,25.311266,76.348575,7560.85638671214,660,845,-1.95404
309,380.29,55008,0.79,25.310929,76.347815,7540.77026187676,638,816,-1.95404
310,381.36,55440,1.15,25.310663,76.347227,7521.09798141978,638,816,-1.95404
311,382.43,57828,1.07,25.310386,76.346569,7501.47034421726,638,816,-1.95404
312,383.41,60792,0.79,25.310108,76.345917,7483.53260580432,638,816,-1.95404
313,384.51,63912,0.87,25.309793,76.345191,7463.4425787337,638,816,-1.95404
314,385.44,65868,0.97,25.309229,76.343814,7446.49364737848,638,816,-1.95404
315,386.41,68268,0.63,25.309229,76.343814,7428.85097429257,638,816,-1.95404
316,387.47,70680,0.97,25.30892,76.343135,7409.61231212183,638,816,-1.95404
317,388.57,74532,0.69,25.308645,76.342454,7389.69267022551,638,816,-1.95404
318,389.56,76188,0.8,25.308373,76.341683,7371.80399508492,638,816,-1.95404
319,390.63,75180,1.09,25.308115,76.341045,7352.51111655802,638,816,-1.95404
320,391.79,76872,1.14,25.307772,76.340326,7331.64375445752,638,816,-1.95404
321,392.76,83040,1.03,25.307165,76.339124,7314.23269570623,638,816,-1.95404
322,393.95,89472,1,25.307165,76.339124,7292.92023355714,638,816,-1.95404
323,395.16,91224,1,25.30696,76.338319,7271.30296309147,638,816,-2.23547
324,396.22,92376,0.96,25.306778,76.33776,7252.4095193824,638,816,-2.23547
325,397.32,93204,0.95,25.306539,76.336955,7232.84634046028,638,816,-2.23547
326,398.37,93372,0.99,25.306389,76.336372,7214.21326613116,638,816,-2.23547
327,399.38,96480,0.87,25.306188,76.335713,7196.32750977787,638,816,-2.23547
328,400.49,95892,0.7,25.305791,76.334506,7176.71308175135,638,816,-2.23547
329,401.56,96312,1,25.305791,76.334506,7157.84710511545,638,816,-2.23547
330,403.13,102132,0.98,25.305623,76.333647,7130.238799475,638,816,-2.23547
331,404.36,106044,1.12,25.305534,76.333066,7108.67012154812,650,831,-2.23547
332,405.56,107892,0.66,25.305471,76.332287,7087.67864629498,650,831,-2.23547
333,406.51,108228,0.53,25.305398,76.331546,7071.09603405613,650,831,-2.23547
334,407.62,108180,0.71,25.305326,76.33081,7051.76026625049,650,831,-2.23547
335,408.58,109464,0.71,25.305129,76.329185,7035.07179249345,647,827,-2.23547
336,409.72,109908,0.97,25.305129,76.329185,7015.29541875681,647,827,-2.23547
337,410.68,116424,1.05,25.305008,76.328427,6998.67615955874,647,827,-2.23547
338,411.66,116484,0.69,25.30491,76.32759,6981.7430815753,647,827,-2.23547
339,412.72,115344,0.95,25.304814,76.326781,6963.46441889097,647,827,-2.23547
340,413.86,117636,1.01,25.304635,76.326075,6943.84861088785,647,827,-2.23547
341,414.98,124296,0.82,25.304575,76.325047,6924.6195015186,647,827,-2.23547
342,416.01,124080,0.76,25.304292,76.323234,6906.97264691802,647,827,-2.23547
343,417.32,126624,0.78,25.304292,76.323234,6884.57962996246,647,827,-2.23547
344,418.63,126948,0.81,25.304077,76.322519,6862.24346017321,647,827,-2.23547
345,419.75,129864,0.72,25.30393,76.321746,6843.19172239345,647,827,-2.23547
346,420.82,132576,0.92,25.303767,76.320955,6825.02891748962,647,827,-2.23547
347,421.83,133356,0.84,25.303527,76.319441,6807.91886388268,670,858,-2.23547
