fid,Pressure_h,Radiation_,UV_mWcm2,Latitude,Longitude,Altitude_m,aod55_Octo,aod47_Octo,UVAI_Octob
2624,984.61,0,0.02,25.297808,76.191805,241.178809041741,0,0,-1.71366
2625,984.62,36,0.04,25.297805,76.191801,241.093612833077,0,0,-1.71366
2626,984.62,36,0.03,25.297804,76.191801,241.093612833077,0,0,-1.71366
2627,984.62,36,0.04,25.297805,76.191799,241.093612833077,0,0,-1.71366
2628,984.62,12,0.03,25.297805,76.191799,241.093612833077,0,0,-1.71366
2629,984.62,12,0.03,25.297806,76.1918,241.093612833077,0,0,-1.71366
2630,984.62,0,0.03,25.297806,76.191802,241.093612833077,0,0,-1.71366
2631,984.62,36,0.03,25.297808,76.191803,241.093612833077,0,0,-1.71366
2632,984.62,36,0.01,25.297809,76.1918,241.093612833077,0,0,-1.71366
2633,984.63,36,0.05,25.297809,76.191801,241.008417325051,0,0,-1.71366
2634,984.63,60,0.04,25.297804,76.191801,241.008417325051,0,0,-1.71366
2635,984.63,36,0.04,25.297803,76.191803,241.008417325051,0,0,-1.71366
2636,984.63,48,0.04,25.297805,76.191799,241.008417325051,0,0,-1.71366
2637,984.63,12,0.04,25.297806,76.191798,241.008417325051,0,0,-1.71366
2638,984.63,24,0.03,25.297805,76.191801,241.008417325051,0,0,-1.71366
2639,984.63,36,0.04,25.297805,76.191801,241.008417325051,0,0,-1.71366
2640,984.64,12,0.07,25.297809,76.191804,240.923222517649,0,0,-1.71366
2641,984.64,24,0.04,25.297808,76.191802,240.923222517649,0,0,-1.71366
2642,984.64,36,0.04,25.297805,76.191801,240.923222517649,0,0,-1.71366
2643,984.64,24,0.04,25.297804,76.1918,240.923222517649,0,0,-1.71366
2644,984.64,36,0.04,25.297805,76.1918,240.923222517649,0,0,-1.71366
2645,984.65,0,0.06,25.29781,76.191805,240.838028410867,0,0,-1.71366
2646,984.65,48,0.05,25.297809,76.191806,240.838028410867,0,0,-1.71366
2647,984.65,12,0.05,25.29781,76.191801,240.838028410867,0,0,-1.71366
2648,984.65,12,0.05,25.297809,76.191802,240.838028410867,0,0,-1.71366
2649,984.65,36,0.04,25.297806,76.1918,240.838028410867,0,0,-1.71366
2650,984.65,36,0.04,25.297805,76.191801,240.838028410867,0,0,-1.71366
2651,984.65,12,0.04,25.297805,76.191802,240.838028410867,0,0,-1.71366
2652,984.65,12,0.03,25.297804,76.191803,240.838028410867,0,0,-1.71366
2653,984.65,72,0.03,25.297802,76.191803,240.838028410867,0,0,-1.71366
2654,984.65,36,0.03,25.297803,76.191803,240.838028410867,0,0,-1.71366
2655,984.65,0,0.03,25.297804,76.191801,240.838028410867,0,0,-1.71366
2656,984.65,72,0.04,25.297805,76.191799,240.838028410867,0,0,-1.71366
2657,984.65,12,0.03,25.297807,76.1918,240.838028410867,0,0,-1.71366
2658,984.66,0,0.06,25.297811,76.191804,240.75283500468,0,0,-1.71366
2659,984.66,60,0.06,25.297809,76.191801,240.75283500468,0,0,-1.71366
2660,984.66,48,0.05,25.297805,76.1918,240.75283500468,0,0,-1.71366
2661,984.66,0,0.05,25.297805,76.191801,240.75283500468,0,0,-1.71366
2662,984.66,12,0.04,25.297804,76.191802,240.75283500468,0,0,-1.71366
2663,984.67,12,0.06,25.297811,76.191804,240.667642299087,0,0,-1.71366
2664,984.67,12,0.06,25.297809,76.191806,240.667642299087,0,0,-1.71366
2665,984.67,72,0.06,25.29781,76.191801,240.667642299087,0,0,-1.71366
2666,984.67,24,0.05,25.29781,76.191802,240.667642299087,0,0,-1.71366
2667,984.67,24,0.05,25.297809,76.191803,240.667642299087,0,0,-1.71366
2668,984.67,0,0.05,25.297808,76.191802,240.667642299087,0,0,-1.71366
2669,984.67,12,0.05,25.297807,76.1918,240.667642299087,0,0,-1.71366
2670,984.67,36,0.04,25.297807,76.1918,240.667642299087,0,0,-1.71366
2671,984.67,36,0.04,25.297805,76.191802,240.667642299087,0,0,-1.71366
2672,984.68,48,0.06,25.297809,76.191805,240.582450294065,0,0,-1.71366
2673,984.68,24,0.04,25.297809,76.191802,240.582450294065,0,0,-1.71366
2674,984.68,24,0.04,25.297808,76.191802,240.582450294065,0,0,-1.71366
2675,984.68,24,0.05,25.297806,76.1918,240.582450294065,0,0,-1.71366
2676,984.68,36,0.05,25.297804,76.191802,240.582450294065,0,0,-1.71366
2677,984.68,12,0.04,25.297805,76.191802,240.582450294065,0,0,-1.71366
2678,984.69,48,0.05,25.297809,76.191799,240.497258989607,0,0,-1.71366
2679,984.69,36,0.06,25.297811,76.191801,240.497258989607,0,0,-1.71366
2680,984.69,24,0.05,25.297812,76.191803,240.497258989607,0,0,-1.71366
2681,984.69,24,0.06,25.297809,76.191806,240.497258989607,0,0,-1.71366
2682,984.69,12,0.07,25.297809,76.191805,240.497258989607,0,0,-1.71366
2683,984.69,48,0.06,25.29781,76.191805,240.497258989607,0,0,-1.71366
2684,984.69,36,0.06,25.297809,76.191802,240.497258989607,0,0,-1.71366
2685,984.69,12,0.03,25.297805,76.191802,240.497258989607,0,0,-1.71366
2686,984.69,48,0.04,25.297803,76.191803,240.497258989607,0,0,-1.71366
2687,984.7,24,0.05,25.297811,76.191804,240.412068385696,0,0,-1.71366
2688,984.7,36,0.05,25.29781,76.191801,240.412068385696,0,0,-1.71366
2689,984.7,24,0.04,25.297806,76.1918,240.412068385696,0,0,-1.71366
2690,984.7,84,0.05,25.297804,76.191802,240.412068385696,0,0,-1.71366
2691,984.7,24,0.04,25.297804,76.191802,240.412068385696,0,0,-1.71366
2692,984.71,0,0.06,25.29781,76.191805,240.326878482324,0,0,-1.71366
2693,984.71,60,0.03,25.297806,76.1918,240.326878482324,0,0,-1.71366
2694,984.71,60,0.04,25.297804,76.1918,240.326878482324,0,0,-1.71366
2695,984.72,24,0.07,25.297807,76.1918,240.241689279479,0,0,-1.71366
2696,984.72,12,0.05,25.29781,76.191802,240.241689279479,0,0,-1.71366
2697,984.72,24,0.06,25.297808,76.191802,240.241689279479,0,0,-1.71366
2698,984.72,24,0.05,25.297805,76.191801,240.241689279479,0,0,-1.71366
2699,984.73,60,0.06,25.297811,76.191811,240.156500777145,0,0,-1.71366
2700,984.73,48,0.06,25.297806,76.191805,240.156500777145,0,0,-1.71366
2701,984.73,24,0.06,25.297809,76.191803,240.156500777145,0,0,-1.71366
2702,984.74,12,0.05,25.297809,76.191799,240.071312975302,0,0,-1.71366
2703,984.74,60,0.04,25.297807,76.191801,240.071312975302,0,0,-1.71366
2704,984.74,36,0.05,25.297807,76.1918,240.071312975302,0,0,-1.71366
2705,984.74,72,0.04,25.297805,76.191802,240.071312975302,0,0,-1.71366
2706,984.75,36,0.06,25.297806,76.191805,239.98612587395,0,0,-1.71366
2707,984.75,72,0.06,25.297807,76.191805,239.98612587395,0,0,-1.71366
2708,984.75,12,0.05,25.297811,76.191802,239.98612587395,0,0,-1.71366
2709,984.75,24,0.06,25.297812,76.191803,239.98612587395,0,0,-1.71366
2710,984.76,0,0.07,25.297807,76.191807,239.90093947307,0,0,-1.71366
2711,984.76,12,0.07,25.297806,76.191805,239.90093947307,0,0,-1.71366
2712,984.76,48,0.06,25.297806,76.191801,239.90093947307,0,0,-1.71366
2713,984.76,36,0.07,25.297807,76.1918,239.90093947307,0,0,-1.71366
2714,984.76,24,0.06,25.297808,76.191798,239.90093947307,0,0,-1.71366
2715,984.77,36,0.06,25.297806,76.191804,239.815753772647,0,0,-1.71366
2716,984.77,48,0.05,25.297808,76.1918,239.815753772647,0,0,-1.71366
2717,984.77,24,0.06,25.297808,76.191799,239.815753772647,0,0,-1.71366
2718,984.77,36,0.05,25.29781,76.1918,239.815753772647,0,0,-1.71366
2719,984.77,36,0.05,25.297809,76.191803,239.815753772647,0,0,-1.71366
2720,984.78,12,0.06,25.297811,76.191811,239.730568772672,0,0,-1.71366
2721,984.78,36,0.06,25.297806,76.191805,239.730568772672,0,0,-1.71366
2722,984.78,72,0.06,25.297808,76.191799,239.730568772672,0,0,-1.71366
2723,984.79,0,0.06,25.297809,76.191808,239.645384473133,0,0,-1.71366
2724,984.79,0,0.05,25.297811,76.191801,239.645384473133,0,0,-1.71366
2725,984.8,24,0.08,25.297808,76.191806,239.560200874012,0,0,-1.71366
2726,984.8,72,0.06,25.297806,76.191801,239.560200874012,0,0,-1.71366
2727,984.81,12,0.08,25.297805,76.191805,239.475017975298,0,0,-1.71366
2728,984.81,24,0.08,25.297808,76.191809,239.475017975298,0,0,-1.71366
2729,984.81,36,0.06,25.297809,76.191808,239.475017975298,0,0,-1.71366
2730,984.81,0,0.06,25.297806,76.191801,239.475017975298,0,0,-1.71366
2731,984.81,12,0.07,25.297808,76.191799,239.475017975298,0,0,-1.71366
2732,984.82,24,0.08,25.297806,76.191804,239.389835776983,0,0,-1.71366
2733,984.82,48,0.08,25.297805,76.191805,239.389835776983,0,0,-1.71366
2734,984.82,12,0.08,25.297808,76.191808,239.389835776983,0,0,-1.71366
2735,984.82,0,0.07,25.297808,76.191808,239.389835776983,0,0,-1.71366
2736,984.82,36,0.06,25.297809,76.191809,239.389835776983,0,0,-1.71366
2737,984.83,36,0.07,25.297808,76.191807,239.304654279046,0,0,-1.71366
2738,984.83,0,0.08,25.29781,76.191808,239.304654279046,0,0,-1.71366
2739,984.83,24,0.08,25.297809,76.191808,239.304654279046,0,0,-1.71366
2740,984.83,48,0.07,25.297808,76.191808,239.304654279046,0,0,-1.71366
2741,984.84,48,0.23,25.297889,76.191833,239.219473481481,0,0,-1.71366
2742,984.84,48,0.08,25.297808,76.191808,239.219473481481,0,0,-1.71366
2743,984.84,36,0.06,25.297811,76.191811,239.219473481481,0,0,-1.71366
2744,984.84,24,0.07,25.297809,76.191809,239.219473481481,0,0,-1.71366
2745,984.84,36,0.06,25.297807,76.191806,239.219473481481,0,0,-1.71366
2746,984.85,36,0.08,25.297807,76.191804,239.134293384276,0,0,-1.71366
2747,984.85,36,0.08,25.297808,76.191808,239.134293384276,0,0,-1.71366
2748,984.85,24,0.08,25.297807,76.191807,239.134293384276,0,0,-1.71366
2749,984.86,48,0.08,25.297807,76.191804,239.049113987409,0,0,-1.71366
2750,984.86,12,0.07,25.297806,76.191804,239.049113987409,0,0,-1.71366
2751,984.86,24,0.07,25.297808,76.191806,239.049113987409,0,0,-1.71366
2752,984.87,48,0.09,25.297807,76.191805,238.963935290876,0,0,-1.71366
2753,984.87,36,0.11,25.297806,76.1918,238.963935290876,0,0,-1.71366
2754,984.87,96,0.09,25.297806,76.191804,238.963935290876,0,0,-1.71366
2755,984.87,60,0.08,25.297806,76.191805,238.963935290876,0,0,-1.71366
2756,984.87,36,0.07,25.297805,76.191805,238.963935290876,0,0,-1.71366
2757,984.87,24,0.07,25.297809,76.191808,238.963935290876,0,0,-1.71366
2758,984.88,48,0.06,25.297806,76.191805,238.878757294657,0,0,-1.71366
2759,984.88,24,0.1,25.297807,76.191799,238.878757294657,0,0,-1.71366
2760,984.88,0,0.09,25.297807,76.191804,238.878757294657,0,0,-1.71366
2761,984.88,12,0.08,25.297807,76.191805,238.878757294657,0,0,-1.71366
2762,984.88,0,0.07,25.297806,76.191806,238.878757294657,0,0,-1.71366
2763,984.88,12,0.08,25.297809,76.191807,238.878757294657,0,0,-1.71366
2764,984.88,36,0.07,25.297807,76.191808,238.878757294657,0,0,-1.71366
2765,984.89,108,0.1,25.297806,76.191805,238.793579998748,0,0,-1.71366
2766,984.89,36,0.09,25.297807,76.191804,238.793579998748,0,0,-1.71366
2767,984.89,24,0.09,25.297807,76.1918,238.793579998748,0,0,-1.71366
2768,984.89,0,0.09,25.297806,76.191804,238.793579998748,0,0,-1.71366
2769,984.89,36,0.08,25.297806,76.191804,238.793579998748,0,0,-1.71366
2770,984.89,12,0.08,25.297808,76.191807,238.793579998748,0,0,-1.71366
2771,984.9,24,0.11,25.297806,76.1918,238.708403403128,0,0,-1.71366
2772,984.9,12,0.09,25.297807,76.191804,238.708403403128,0,0,-1.71366
2773,984.9,36,0.08,25.297805,76.191805,238.708403403128,0,0,-1.71366
2774,984.9,36,0.08,25.297805,76.191805,238.708403403128,0,0,-1.71366
2775,984.9,60,0.08,25.297807,76.191807,238.708403403128,0,0,-1.71366
2776,984.9,72,0.11,25.297813,76.191797,238.708403403128,0,0,-1.71366
2777,984.91,24,0.08,25.297806,76.191804,238.623227507788,0,0,-1.71366
2778,984.91,0,0.1,25.297806,76.191805,238.623227507788,0,0,-1.71366
2779,984.91,12,0.11,25.297804,76.1918,238.623227507788,0,0,-1.71366
2780,984.91,36,0.1,25.297805,76.1918,238.623227507788,0,0,-1.71366
2781,984.91,24,0.03,25.297812,76.191799,238.623227507788,0,0,-1.71366
2782,984.91,48,0.1,25.297813,76.191797,238.623227507788,0,0,-1.71366
2783,984.92,12,0.09,25.297807,76.191803,238.538052312713,0,0,-1.71366
2784,984.92,12,0.11,25.297806,76.1918,238.538052312713,0,0,-1.71366
2785,984.92,60,0.09,25.297817,76.191795,238.538052312713,0,0,-1.71366
2786,984.92,12,0.08,25.297807,76.191805,238.538052312713,0,0,-1.71366
2787,984.92,12,0.06,25.297813,76.191795,238.538052312713,0,0,-1.71366
2788,984.92,24,0.07,25.297808,76.191808,238.538052312713,0,0,-1.71366
2789,984.92,60,0.03,25.297813,76.191796,238.538052312713,0,0,-1.71366
2790,984.92,12,0.03,25.297813,76.191796,238.538052312713,0,0,-1.71366
2791,984.92,60,0.1,25.297813,76.191798,238.538052312713,0,0,-1.71366
2792,984.93,72,0.11,25.297805,76.191799,238.452877817893,0,0,-1.71366
2793,984.93,48,0.08,25.297806,76.191804,238.452877817893,0,0,-1.71366
2794,984.93,0,0.09,25.297807,76.1918,238.452877817893,0,0,-1.71366
2795,984.93,12,0.09,25.297805,76.191801,238.452877817893,0,0,-1.71366
2796,984.93,24,0.06,25.297812,76.191794,238.452877817893,0,0,-1.71366
2797,984.93,12,0.07,25.29783,76.191803,238.452877817893,0,0,-1.71366
2798,984.93,24,0.12,25.297808,76.191803,238.452877817893,0,0,-1.71366
2799,984.94,36,0.09,25.297808,76.1918,238.367704023313,0,0,-1.71366
2800,984.94,12,0.1,25.297817,76.191795,238.367704023313,0,0,-1.71366
2801,984.94,60,0.01,25.297813,76.191794,238.367704023313,0,0,-1.71366
2802,984.94,0,0.09,25.297844,76.191827,238.367704023313,0,0,-1.71366
2803,984.95,0,0.08,25.297806,76.191805,238.282530928964,0,0,-1.71366
2804,984.95,0,0.1,25.297807,76.191799,238.282530928964,0,0,-1.71366
2805,984.95,60,0.1,25.297808,76.191801,238.282530928964,0,0,-1.71366
2806,984.95,60,0.1,25.297805,76.1918,238.282530928964,0,0,-1.71366
2807,984.95,24,0.03,25.297813,76.191795,238.282530928964,0,0,-1.71366
2808,984.95,0,0,25.29785,76.191825,238.282530928964,0,0,-1.71366
2809,984.95,24,0.04,25.297852,76.191824,238.282530928964,0,0,-1.71366
2810,984.95,48,0.12,25.29781,76.191797,238.282530928964,0,0,-1.71366
2811,984.96,72,0.02,25.297813,76.191795,238.197358534826,0,0,-1.71366
2812,984.96,12,0.02,25.297853,76.191828,238.197358534826,0,0,-1.71366
2813,984.96,12,0.09,25.29782,76.191803,238.197358534826,0,0,-1.71366
2814,984.96,48,0.12,25.297811,76.191798,238.197358534826,0,0,-1.71366
2815,984.97,48,0.09,25.297808,76.191801,238.112186840893,0,0,-1.71366
2816,984.97,24,0.1,25.297807,76.191799,238.112186840893,0,0,-1.71366
2817,984.97,60,0.06,25.297855,76.191829,238.112186840893,0,0,-1.71366
2818,984.97,36,0.08,25.29786,76.19183,238.112186840893,0,0,-1.71366
2819,984.97,12,0.12,25.297808,76.191803,238.112186840893,0,0,-1.71366
2820,984.97,0,0.13,25.297808,76.1918,238.112186840893,0,0,-1.71366
2821,984.97,24,0.12,25.297809,76.191799,238.112186840893,0,0,-1.71366
2822,984.98,0,0.1,25.297805,76.191799,238.027015847147,0,0,-1.71366
2823,984.98,0,0.04,25.297845,76.191828,238.027015847147,0,0,-1.71366
2824,984.98,48,0.12,25.297808,76.1918,238.027015847147,0,0,-1.71366
2825,984.98,24,0.12,25.297811,76.191798,238.027015847147,0,0,-1.71366
2826,984.98,24,0.13,25.29781,76.191797,238.027015847147,0,0,-1.71366
2827,984.98,36,0.12,25.297812,76.191798,238.027015847147,0,0,-1.71366
2828,984.99,60,0.09,25.297807,76.191799,237.941845553583,0,0,-1.71366
2829,984.99,12,0.07,25.297808,76.191803,237.941845553583,0,0,-1.71366
2830,985,0,0.12,25.297805,76.1918,237.856675960174,0,0,-1.71366
2831,985,12,0.08,25.29786,76.19183,237.856675960174,0,0,-1.71366
2832,985,48,0.04,25.29785,76.191825,237.856675960174,0,0,-1.71366
2833,985,24,0.04,25.297846,76.191828,237.856675960174,0,0,-1.71366
2834,985,24,0,25.29785,76.191825,237.856675960174,0,0,-1.71366
2835,985.01,48,0.06,25.297858,76.191831,237.771507066923,0,0,-1.71366
2836,985.01,24,0.05,25.29783,76.191803,237.771507066923,0,0,-1.71366
2837,985.01,60,0.13,25.297808,76.191802,237.771507066923,0,0,-1.71366
2838,985.02,24,0.12,25.297856,76.19183,237.686338873804,0,0,-1.71366
2839,985.02,12,0.1,25.297809,76.191803,237.686338873804,0,0,-1.71366
2840,985.02,48,0.09,25.297822,76.1918,237.686338873804,0,0,-1.71366
2841,985.02,12,0.11,25.297813,76.191798,237.686338873804,0,0,-1.71366
2842,985.03,48,0,25.29785,76.191825,237.601171380812,0,0,-1.71366
2843,985.03,12,0,25.297849,76.191825,237.601171380812,0,0,-1.71366
2844,985.03,12,0.12,25.297809,76.191801,237.601171380812,0,0,-1.71366
2845,985.04,24,0.12,25.297856,76.19183,237.516004587932,0,0,-1.71366
2846,985.04,0,0.07,25.297856,76.19183,237.516004587932,0,0,-1.71366
2847,985.04,48,0.06,25.297845,76.191827,237.516004587932,0,0,-1.71366
2848,985.05,48,0.14,25.297855,76.191829,237.430838495154,0,0,-1.71366
2849,985.05,12,0.12,25.297857,76.191829,237.430838495154,0,0,-1.71366
2850,985.05,48,0.04,25.29785,76.191818,237.430838495154,0,0,-1.71366
2851,985.06,48,0.12,25.297856,76.19183,237.34567310246,0,0,-1.71366
2852,985.06,0,0.08,25.29786,76.19183,237.34567310246,0,0,-1.71366
2853,985.06,24,0.01,25.297848,76.191827,237.34567310246,0,0,-1.71366
2854,985.07,24,0.13,25.297856,76.191832,237.260508409839,0,0,-1.71366
2855,985.07,0,0.11,25.297856,76.19183,237.260508409839,0,0,-1.71366
2856,985.08,24,0.14,25.297856,76.19183,237.175344417281,0,0,-1.71366
2857,985.08,24,0.03,25.297845,76.191828,237.175344417281,0,0,-1.71366
2858,985.09,48,0.14,25.297856,76.191831,237.090181124766,0,0,-1.71366
2859,985.09,36,0.13,25.297856,76.19183,237.090181124766,0,0,-1.71366
2860,985.11,36,0.14,25.297856,76.191829,236.919856639833,0,0,-1.71366
2861,985.11,24,0.14,25.297856,76.191831,236.919856639833,0,0,-1.71366
2862,985.11,12,0.13,25.297856,76.19183,236.919856639833,0,0,-1.71366
2863,985.12,60,0.14,25.297855,76.19183,236.83469544739,0,0,-1.71366
2864,985.13,24,0.13,25.297856,76.191829,236.749534954941,0,0,-1.71366
2865,985.13,0,0.14,25.297856,76.19183,236.749534954941,0,0,-1.71366
2866,985.13,36,0.12,25.297856,76.19183,236.749534954941,0,0,-1.71366
2867,985.14,12,0.14,25.297856,76.191829,236.664375162476,0,0,-1.71366
2868,985.15,36,0.13,25.297856,76.191829,236.579216069977,0,0,-1.71366
2869,985.15,60,0.14,25.297855,76.191829,236.579216069977,0,0,-1.71366
2870,985.15,24,0.13,25.297857,76.191832,236.579216069977,0,0,-1.71366
2871,985.16,60,0.14,25.297856,76.191829,236.494057677442,0,0,-1.71366
2872,985.17,72,0.13,25.297856,76.191831,236.408899984847,0,0,-1.71366
2873,985.19,12,0.13,25.297855,76.19183,236.238586699443,0,0,-1.71366
2874,985.19,36,0.13,25.297855,76.19183,236.238586699443,0,0,-1.71366
2875,985.2,0,0.13,25.297855,76.19183,236.15343110661,0,0,-1.71366
2876,985.2,12,0.14,25.297856,76.19183,236.15343110661,0,0,-1.71366
2877,985.22,24,0.13,25.297855,76.19183,235.983122020606,0,0,-1.71366
2878,985.22,48,0,25.297855,76.19183,235.983122020606,0,0,-1.71366
2879,985.22,12,0.2,25.297868,76.191821,235.983122020606,0,0,-1.71366
2880,985.25,24,0.23,25.297868,76.19183,235.72766364058,0,0,-1.71366
2881,985.26,24,0.2,25.297873,76.19183,235.64251224691,0,0,-1.71366
2882,985.26,24,0.23,25.297868,76.191819,235.64251224691,0,0,-1.71366
2883,985.27,24,0.18,25.297893,76.191832,235.557361553062,0,0,-1.71366
2884,985.27,24,0.19,25.297873,76.191823,235.557361553062,0,0,-1.71366
2885,985.27,12,0.2,25.297872,76.191818,235.557361553062,0,0,-1.71366
2886,985.28,72,0.19,25.297893,76.191834,235.472211559012,0,0,-1.71366
2887,985.28,108,0.21,25.297866,76.191826,235.472211559012,0,0,-1.71366
2888,985.29,0,0.22,25.297874,76.191831,235.387062264759,0,0,-1.71366
2889,985.29,12,0.17,25.297859,76.191829,235.387062264759,0,0,-1.71366
2890,985.29,36,0.17,25.29786,76.19183,235.387062264759,0,0,-1.71366
2891,985.29,12,0.19,25.297852,76.191831,235.387062264759,0,0,-1.71366
2892,985.3,24,0.24,25.29789,76.191832,235.301913670278,0,0,-1.71366
2893,985.3,48,0.2,25.297859,76.191829,235.301913670278,0,0,-1.71366
2894,985.3,36,0.18,25.297855,76.191832,235.301913670278,0,0,-1.71366
2895,985.31,36,0.12,25.297893,76.191834,235.216765775566,0,0,-1.71366
2896,985.31,24,0.12,25.297893,76.191836,235.216765775566,0,0,-1.71366
2897,985.31,0,0.24,25.297891,76.191832,235.216765775566,0,0,-1.71366
2898,985.31,0,0.23,25.29789,76.191832,235.216765775566,0,0,-1.71366
2899,985.31,48,0.21,25.297882,76.191828,235.216765775566,0,0,-1.71366
2900,985.31,36,0.19,25.297873,76.191823,235.216765775566,0,0,-1.71366
2901,985.31,36,0.19,25.297861,76.191831,235.216765775566,0,0,-1.71366
2902,985.31,24,0.21,25.297855,76.191834,235.216765775566,0,0,-1.71366
2903,985.32,0,0.11,25.297888,76.191841,235.131618580602,0,0,-1.71366
2904,985.32,24,0.16,25.297892,76.191835,235.131618580602,0,0,-1.71366
2905,985.32,12,0.19,25.29786,76.19183,235.131618580602,0,0,-1.71366
2906,985.32,12,0.21,25.29786,76.191832,235.131618580602,0,0,-1.71366
2907,985.32,12,0.18,25.297855,76.191832,235.131618580602,0,0,-1.71366
2908,985.32,48,0.17,25.297856,76.191833,235.131618580602,0,0,-1.71366
2909,985.33,24,0.14,25.297888,76.191839,235.046472085381,0,0,-1.71366
2910,985.33,36,0.21,25.297855,76.191834,235.046472085381,0,0,-1.71366
2911,985.33,0,0.2,25.297855,76.191834,235.046472085381,0,0,-1.71366
2912,985.33,108,0.2,25.297854,76.191833,235.046472085381,0,0,-1.71366
2913,985.33,36,0.18,25.297855,76.191832,235.046472085381,0,0,-1.71366
2914,985.34,24,0.23,25.297866,76.191826,234.961326289883,0,0,-1.71366
2915,985.34,24,0.19,25.297859,76.19183,234.961326289883,0,0,-1.71366
2916,985.34,72,0.21,25.297853,76.191832,234.961326289883,0,0,-1.71366
2917,985.34,0,0.18,25.297854,76.191831,234.961326289883,0,0,-1.71366
2918,985.34,12,0.19,25.297855,76.191832,234.961326289883,0,0,-1.71366
2919,985.34,24,0.16,25.297881,76.191831,234.961326289883,0,0,-1.71366
2920,985.34,24,0.16,25.297857,76.191832,234.961326289883,0,0,-1.71366
2921,985.34,24,0.17,25.297856,76.191833,234.961326289883,0,0,-1.71366
2922,985.34,36,0.18,25.297855,76.191832,234.961326289883,0,0,-1.71366
2923,985.35,12,0.17,25.297861,76.191831,234.8761811941,0,0,-1.71366
2924,985.35,24,0.2,25.297856,76.191834,234.8761811941,0,0,-1.71366
2925,985.35,12,0.2,25.297853,76.191832,234.8761811941,0,0,-1.71366
2926,985.35,24,0.17,25.297856,76.191833,234.8761811941,0,0,-1.71366
2927,985.35,48,0.15,25.297881,76.191831,234.8761811941,0,0,-1.71366
2928,985.36,24,0.12,25.297889,76.191841,234.791036798015,0,0,-1.71366
2929,985.36,0,0.2,25.297861,76.19183,234.791036798015,0,0,-1.71366
2930,985.36,96,0.2,25.297861,76.19183,234.791036798015,0,0,-1.71366
2931,985.36,24,0.2,25.297861,76.19183,234.791036798015,0,0,-1.71366
2932,985.36,24,0.17,25.297861,76.191831,234.791036798015,0,0,-1.71366
2933,985.36,24,0.21,25.297861,76.191831,234.791036798015,0,0,-1.71366
2934,985.36,48,0.22,25.29786,76.191833,234.791036798015,0,0,-1.71366
2935,985.36,12,0.22,25.29786,76.191833,234.791036798015,0,0,-1.71366
2936,985.36,24,0.21,25.297857,76.191833,234.791036798015,0,0,-1.71366
2937,985.36,48,0.2,25.297852,76.191832,234.791036798015,0,0,-1.71366
2938,985.36,36,0.2,25.297853,76.191831,234.791036798015,0,0,-1.71366
2939,985.36,0,0.17,25.297856,76.191833,234.791036798015,0,0,-1.71366
2940,985.36,24,0.18,25.297855,76.191832,234.791036798015,0,0,-1.71366
2941,985.37,48,0.19,25.297861,76.191831,234.705893101625,0,0,-1.71366
2942,985.37,24,0.19,25.297861,76.19183,234.705893101625,0,0,-1.71366
2943,985.37,24,0.19,25.297861,76.19183,234.705893101625,0,0,-1.71366
2944,985.37,24,0.2,25.297853,76.191832,234.705893101625,0,0,-1.71366
2945,985.37,24,0.2,25.297852,76.191831,234.705893101625,0,0,-1.71366
2946,985.37,12,0.18,25.297855,76.191832,234.705893101625,0,0,-1.71366
2947,985.38,24,0.19,25.297862,76.191831,234.620750104904,0,0,-1.71366
2948,985.38,0,0.18,25.297861,76.19183,234.620750104904,0,0,-1.71366
2949,985.38,12,0.21,25.29786,76.191831,234.620750104904,0,0,-1.71366
2950,985.38,48,0.21,25.29786,76.191833,234.620750104904,0,0,-1.71366
2951,985.38,60,0.21,25.297857,76.191834,234.620750104904,0,0,-1.71366
2952,985.38,24,0.19,25.297853,76.191832,234.620750104904,0,0,-1.71366
2953,985.38,24,0.18,25.297855,76.191832,234.620750104904,0,0,-1.71366
2954,985.38,36,0.19,25.297855,76.191832,234.620750104904,0,0,-1.71366
2955,985.39,24,0.21,25.297855,76.191833,234.535607807847,0,0,-1.71366
2956,985.39,108,0.2,25.297854,76.191833,234.535607807847,0,0,-1.71366
2957,985.4,0,0.08,25.297893,76.191836,234.45046621044,0,0,-1.71366
2958,985.4,12,0.19,25.297861,76.191831,234.45046621044,0,0,-1.71366
2959,985.4,60,0.2,25.297858,76.191833,234.45046621044,0,0,-1.71366
2960,985.4,72,0.19,25.297854,76.191831,234.45046621044,0,0,-1.71366
2961,985.41,24,0.18,25.297861,76.191831,234.365325312668,0,0,-1.71366
2962,985.41,12,0.18,25.297855,76.191832,234.365325312668,0,0,-1.71366
2963,985.41,36,0.17,25.297855,76.191833,234.365325312668,0,0,-1.71366
2964,985.42,24,0.2,25.297853,76.191831,234.280185114517,0,0,-1.71366
2965,985.43,60,0.19,25.297852,76.191831,234.19504561598,0,0,-1.71366
2966,985.44,24,0.21,25.297857,76.191833,234.10990681704,0,0,-1.71366
2967,985.46,0,0.21,25.29786,76.191832,233.939631317901,0,0,-1.71366
2968,631.13,888,1.42,25.551474,76.827865,3818.36799058496,0,0,-1.36352
2969,629.48,1872,1.04,25.551417,76.82756,3838.54066639799,0,0,-1.36352
2970,627.7,1872,0.62,25.55142,76.827179,3860.35077105778,0,0,-1.36352
2971,625.99,2712,1.33,25.551453,76.826843,3881.35039131777,0,0,-1.36352
